Valence,Energy,ID Check
0.203,0.529,4VXIryQMWpIdGgYR4TrjT1
0.419,0.505,2P91MQbaiQOfbiz9VqhqKQ
0.681,0.904,1rqqCSm0Qe4I9rUvWncaom
0.501,0.702,1SNiXDwSilLujcYdvfqVpT
0.629,0.697,6kyT7ubem08Egg9a8f77OL
0.657,0.679,4ak7xjvBeBOcJGWFDX9w5n
0.493,0.537,5qrSlOut2rNAWv3ubArkNy
0.385,0.882,5PYQUBXc7NYeI1obMKSJK0
0.579,0.759,7BlBVFwvbWvcwNcUarQmjk
0.323,0.385,2VxeLyX666F8uXCJ0dZF8B
0.569,0.444,6IRdLKIyS4p7XNiP8r6rsx
0.492,0.804,3a1lNhkSLSkpJE4MSHpDu9
0.313,0.638,3A2yGHWIzmGEIolwonU69h
0.589,0.772,4e4fqjx0Izh4svvTef1z7e
0.811,0.678,5dW1VZPcFqB4n0P08rGDgm
0.12,0.131,6CcJMwBtXByIz4zQLzFkKc
0.413,0.371,4OBZT9EnhYIV17t4pGw7ig
0.329,0.533,7AQim7LbvFVZJE3O8TYgf2
0.361,0.308,4Of7rzpRpV1mWRbhp5rAqG
0.333,0.428,7sO5G9EABYOXQKNPNiE9NR
0.423,0.412,0TlLq3lA83rQOYtrqBqSct
0.608,0.178,18uwL0vNUanqZH0ro2QcOP
0.459,0.56,3swc6WTsr7rl9DqQKQA55C
0.422,0.528,4XiGKQqbmnMVxDzUj6j3f2
0.644,0.959,14rWuS6yllHOdfZ8sZsZUj
0.845,0.67,5wujBwqG7INdStqGd4tRMX
0.742,0.743,14mHfNsSHN0FbLftyjrV9g
0.224,0.404,4u7EnebtmKWzUH433cf5Qv
0.335,0.554,4kV4N9D1iKVxx1KLvtTpjS
0.763,0.79,4bTZeO72FwMa6wKOiqoynL
0.282,0.351,3Fj47GNK2kUF0uaEDgXLaD
0.463,0.521,62vpWI1CHwFy7tMIcSStl8
0.609,0.421,3OKjDHmSJVKOn6V4hCR8bq
0.494,0.557,5uCax9HTNlzGybIStD3vDh
0.352,0.44,6vWEAOUSxohKxhp0K1BsxL
0.464,0.489,0W45ni3uikr9z0vPjlBIDw
0.157,0.37,2uIX8YMNjGMD7441kqyyNU
0.421,0.621,7KXjTSCq5nL1LoYtL7XAwS
0.326,0.449,152lZdxL1OR0ZMW6KquMif
0.621,0.49,3NqCEpT8xsHdzpiRlM1kpS
0.565,0.781,08tq1XcHwVt5PHXUo87i0D
0.553,0.762,21jGcNKet2qwijlDFuPiPb
0.226,0.642,6EOKwHETwSkZ9gW2b6ASE0
0.412,0.624,5qmq61DAAOUaW8AUo8xKhh
0.175,0.653,6vBdBCoOhKHiYDDOcorfNo
0.295,0.684,05mDaV9Vb3wrzjF6OPZnhq
0.272,0.8,7CZyCXKG6d5ALeq41sLzbw
0.925,0.522,0RiRZpuVRbi7oqRdSMwhQY
0.695,0.547,4sjiIpEv617LDXaidKioOI
0.667,0.674,0Xek5rqai2jcOWCYWJfVCF
0.137,0.454,6XHVuErjQ4XNm6nDPVCxVX
0.749,0.548,6v3KW9xbzN5yKLt9YKDYA2
0.475,0.594,1000nHvUdawXuUHgBod4Wv
0.101,0.502,5ry2OE6R2zPQFDO85XkgRb
0.446,0.405,7qEHsqek33rTcFNT9PFqLf
0.559,0.651,5Z8HZM6iQMhhqyPcCGY5g9
0.761,0.713,4sWuPniHClkInYAnzXAYUF
0.678,0.559,7aiClxsDWFRQ0Kzk5KI5ku
0.46,0.463,5MPPttjfGap2C6j6eKcO6J
0.206,0.517,3s4mrPrEFFPF0LmAfutW0n
0.672,0.685,05WepN8vrMLJG5r8XRdLeL
0.17,0.646,7sWRlDoTDX8geTR8zzr2vt
0.546,0.647,70eFcWOvlMObDhURTqT4Fv
0.844,0.662,2gwkD6igEhQbDQegRCcdoB
0.562,0.425,2Fxmhks0bxGSBdJ92vM42m
0.535,0.919,3Yh9lZcWyKrK9GjbhuS0hR
0.452,0.66,2C6WXnmZ66tHhHlnvwePiK
0.496,0.391,51Fjme0JiitpyXKuyQiCDo
0.345,0.682,6b2RcmUt1g9N9mQ3CbjX2Y
0.575,0.32,2b8fOow8UzyDFAE27YhOZM
0.317,0.721,3NkJNL3WqO1Lqc3uNDxvCN
0.21,0.737,12Fkyg9lpmaz2zmKOfw2Y2
0.388,0.539,7xQAfvXzm3AkraOtGPWIZg
0.892,0.596,1GeNui6m825V8jP4uKiIaH
0.702,0.795,0Ryd8975WihbObpp5cPW1t
0.186,0.561,6alCTRgBPoeAFi2N4il9Q4
0.453,0.543,1dGr1c8CrMLDpV6mPbImSI
0.187,0.583,6V9fHiv84WlVTg7CSnIVY2
0.261,0.639,6uFn47ACjqYkc0jADwEdj1
0.496,0.598,4SDgTLDYrJ2UrHbkRkg7MD
0.568,0.511,67XyC1GdSkKb9sbRRkUDXS
0.312,0.525,2zjGJ0dChMR0KxBZS15aqo
0.272,0.554,4B7fTyj1FIPvP9tT5X3DnR
0.322,0.502,0UPBidRYcgJ2mjZlk08V8x
0.317,0.732,2J0NXdHr6MYvKDSxB7k3V2
0.57,0.814,5N1o6d8zGcSZSeMFkOUQOk
0.385,0.665,0DZJACISivjWjscIp5Kg1q
0.54,0.593,1rgnBhdG2JDFTbYkYRZAku
0.463,0.364,2JvzF1RMd7lE3KmFlsyZD8
0.652,0.498,7LzouaWGFCy4tkXDOOnEyM
0.346,0.4,6TqXcAFInzjp0bODyvrWEq
0.714,0.671,6RRNNciQGZEXnqk8SQ9yv5
0.881,0.887,0rIAC4PXANcKmitJfoqmVm
0.843,0.676,0hVXuCcriWRGvwMV1r5Yn9
0.368,0.559,1ckLp8lCl8LipXI0ypX72m
0.397,0.463,6moU77g9RQyMzHNuKEaQKq
0.544,0.496,2IRZnDFmlqMuOrYOLnZZyc
0.439,0.623,4hPpVbbakQNv8YTHYaOJP4
0.255,0.555,0rFQ5cKYJ9WtHSKp9sxVYt
0.434,0.662,1wJRveJZLSb1rjhnUHQiv6
0.831,0.532,3TLwAp3uX1nKsVxrDhNPOL
0.57,0.741,1YscJ7yVTlFxW3eF6pv5ba
0.413,0.498,5hVghJ4KaYES3BFUATCYn0
0.389,0.662,78QR3Wp35dqAhFEc2qAGjE
0.347,0.772,5KE9b4x7Zj2A8XtbkqhqTe
0.554,0.519,4a6q8CR2hzLk2plDkSxkfD
0.288,0.538,44ADyYoY5liaRa3EOAl4uf
0.207,0.603,3XiNC94b4Tq1xwv70sQJGN
0.446,0.73,2xLMifQCjDGFmkHkpNLD9h
0.678,0.558,322tcqPhma7F6hfCeLisx0
0.587,0.811,5KBARWIxeMGkvUax9VtVC9
0.639,0.619,2YpeDb67231RjR0MgVLzsG
0.74,0.73,7eBqSVxrzQZtK2mmgRG6lC
0.357,0.505,6wo37KVqFJhtuxPTpLCcfe
0.284,0.479,0rKtyWc8bvkriBthvHKY8d
0.599,0.509,00ko9WaS4jOX1kEk3gvHjf
0.244,0.624,2TH65lNHgvLxCKXM3apjxI
0.394,0.73,7f1zjZG77S891Uv4O68yfk
0.218,0.566,285pBltuF7vW8TeWk8hdRR
0.549,0.635,2rMAtCaTj16NptyVfEIeAC
0.584,0.488,7rvyVWja33WG9R97oeJAjx
0.198,0.111,43zdsphuZLzwA9k4DJhU0I
0.12,0.296,0u2P5u6lvoDfwTYjAADbn4
0.112,0.552,6zeeWid2sgw4lap2jV61PZ
0.137,0.559,3j84U36KvLeXNDPv4t5pI8
0.129,0.52,0e7ipj03S05BNilyu5bRzt
0.244,0.545,3QzAOrNlsabgbMwlZt7TAY
0.327,0.317,6ocbgoVGwYJhOv1GgI9NsF
0.42,0.461,26wLOs3ZuHJa2Ihhx6QIE6
0.51,0.582,5xjei7JnROsAzLY2a7RdZU
0.386,0.438,3GJ4hzg4lrGwU51Y3VARbF
0.952,0.734,22vgEDb5hykfaTwLuskFGD
0.329,0.686,7FGq80cy8juXBCD2nrqdWU
0.87,0.823,2bT1PH7Cw3J9p3t7nlXCdh
0.609,0.808,2ksOAxtIxY8yElEWw8RhgK
0.341,0.578,7dt6x5M1jzdTEt8oCbisTK
0.678,0.772,3WyRgi8CzQnhzO0xw79tTS
0.405,0.701,2cvOfKHOHgwQlLiuLKP2xR
0.578,0.692,6Hj9jySrnFppAI0sEMCZpJ
0.671,0.792,2dpaYNEQHiRxtZbfNsse99
0.843,0.889,0k664IuFwVP557Gnx7RhIl
0.429,0.646,0fea68AdmYNygeTGI4RC18
0.664,0.647,5WnfnSpuNEGXyEt78PBA6d
0.605,0.65,6cjSh516BbrNUs213jDAGm
0.404,0.678,6oJ6le65B3SEqPwMRNXWjY
0.745,0.652,5hDAT527wXWNBnJlujhuUs
0.591,0.644,0Rx0DJI556Ix5gBny6EWmn
0.382,0.402,2rxQMGVafnNaRaXlRMWPde
0.556,0.428,6PYnUsNEpYC7A4BS2sjw3L
0.291,0.538,75ZvA4QfFiZvzhj2xkaWAh
0.707,0.68,6foY66mWZN0pSRjZ408c00
0.262,0.603,6b2mfHMqWCA74XmUuVJm8r
0.371,0.758,6osaMSJh9NguagEDQcZaKx
0.43,0.728,6gBFPUFcJLzWGx4lenP6h2
0.131,0.67,1kK6DwzyXJSp58u5HYWwuD
0.93,0.676,2xE16muNCmhZwSOv3i1d1H
0.629,0.649,0BOmhToQ03yOdpzYKMEnAg
0.533,0.488,5p7ujcrUXASCNwRaWNHR1C
0.56,0.704,4hbcs8vaamKTPevPIJsY7N
0.541,0.316,43rA71bccXFGD4C8GOpIlN
0.473,0.613,3ee8Jmje8o58CHK66QrVC2
0.564,0.702,1BxfuPKGuaTgP7aM0Bbdwr
0.163,0.64,6MF4tRr5lU8qok8IKaFOBE
0.479,0.59,4hanO6Du5J7QEguNHYZHmw
0.428,0.697,4cTm3Ev9bUvy4ChJjB1nhl
0.728,0.83,2Rk4JlNc2TPmZe2af99d45
0.335,0.57,3npzogdOEiVsieXmmhBepL
0.58,0.786,4R8BJggjosTswLxtkw8V7P
0.651,0.642,36orMWv2PgvnzXsd5CJ0yL
0.452,0.676,5rU6kDNXZLXIinFezpbWbO
0.536,0.587,3Ol2xnObFdKV9pmRD2t9x8
0.633,0.658,3RauEVgRgj1IuWdJ9fDs70
0.274,0.636,2t8yVaLvJ0RenpXUIAC52d
0.0851,0.651,3UYiU57SMiAS5LqolhHJw1
0.412,0.653,3e9HZxeyfWwjeyPAMmWSSQ
0.196,0.477,3AEgic4yp82NxMWUjHtxnO
0.201,0.489,0KAzP1Rbp0Vz5pw8i1KDDI
0.539,0.718,0c7K73roy6RW4ebDkf4yGh
0.493,0.558,7zLYKWcXnYeHHWidalz7rj
0.42,0.603,3LxG9HkMMFP0MZuiw3O2rF
0.884,0.751,2tnVG71enUj33Ic2nFN6kZ
0.437,0.391,7m9OqQk4RVRkw9JJdeAw96
0.799,0.783,1c0hsvHLELX6y8qymnpLKL
0.905,0.743,643PW82aBMUa1FiWi5VQY7
0.711,0.537,0JP9xo3adEtGSdUEISiszL
0.431,0.453,4ZT9FnbFu1PaBfV3itxiqT
0.347,0.52,6Qs4SXO9dwPj5GKvVOv8Ki
0.401,0.75,7GX5flRQZVHRAGd6B4TmDO
0.341,0.44,5kfNriitmkNE8mUbZ7gbq8
0.494,0.581,42fw0rxRO2xbesF6mJfd4Y
0.64,0.863,7nfmK6oHPDlAd68A11d7AN
0.785,0.74,6K4t31amVTZDgR3sKmwUJJ
0.874,0.496,0DiDStADDVh3SvAsoJAFMk
0.759,0.768,6kls8cSlUyHW2BUOkDJIZE
0.504,0.603,0FZ4Dmg8jJJAPJnvBIzD9z
0.501,0.702,1SNiXDwSilLujcYdvfqVpT
0.196,0.389,4SSnFejRGlZikf02HLewEF
0.562,0.346,6vN77lE9LK6HP2DewaN6HZ
0.615,0.552,1ThmUihH9dF8EV08ku5AXN
0.657,0.679,4ak7xjvBeBOcJGWFDX9w5n
0.203,0.529,4VXIryQMWpIdGgYR4TrjT1
0.152,0.854,2iUXsYOEPhVqEBwsqP70rE
0.385,0.882,5PYQUBXc7NYeI1obMKSJK0
0.681,0.904,1rqqCSm0Qe4I9rUvWncaom
0.629,0.697,6kyT7ubem08Egg9a8f77OL
0.419,0.505,2P91MQbaiQOfbiz9VqhqKQ
0.323,0.385,2VxeLyX666F8uXCJ0dZF8B
0.811,0.678,5dW1VZPcFqB4n0P08rGDgm
0.493,0.537,5qrSlOut2rNAWv3ubArkNy
0.313,0.638,3A2yGHWIzmGEIolwonU69h
0.12,0.131,6CcJMwBtXByIz4zQLzFkKc
0.492,0.804,3a1lNhkSLSkpJE4MSHpDu9
0.329,0.533,7AQim7LbvFVZJE3O8TYgf2
0.333,0.428,7sO5G9EABYOXQKNPNiE9NR
0.589,0.772,4e4fqjx0Izh4svvTef1z7e
0.361,0.308,4Of7rzpRpV1mWRbhp5rAqG
0.423,0.412,0TlLq3lA83rQOYtrqBqSct
0.569,0.444,6IRdLKIyS4p7XNiP8r6rsx
0.579,0.759,7BlBVFwvbWvcwNcUarQmjk
0.413,0.371,4OBZT9EnhYIV17t4pGw7ig
0.845,0.67,5wujBwqG7INdStqGd4tRMX
0.422,0.528,4XiGKQqbmnMVxDzUj6j3f2
0.608,0.178,18uwL0vNUanqZH0ro2QcOP
0.459,0.56,3swc6WTsr7rl9DqQKQA55C
0.224,0.404,4u7EnebtmKWzUH433cf5Qv
0.246,0.466,0y675KDleCZEudjoeL1sQQ
0.742,0.743,14mHfNsSHN0FbLftyjrV9g
0.763,0.79,4bTZeO72FwMa6wKOiqoynL
0.282,0.351,3Fj47GNK2kUF0uaEDgXLaD
0.463,0.521,62vpWI1CHwFy7tMIcSStl8
0.335,0.554,4kV4N9D1iKVxx1KLvtTpjS
0.609,0.421,3OKjDHmSJVKOn6V4hCR8bq
0.494,0.557,5uCax9HTNlzGybIStD3vDh
0.352,0.44,6vWEAOUSxohKxhp0K1BsxL
0.565,0.781,08tq1XcHwVt5PHXUo87i0D
0.157,0.37,2uIX8YMNjGMD7441kqyyNU
0.464,0.489,0W45ni3uikr9z0vPjlBIDw
0.421,0.621,7KXjTSCq5nL1LoYtL7XAwS
0.824,0.619,2KEux6D75xjj6fdabXpeAu
0.621,0.49,3NqCEpT8xsHdzpiRlM1kpS
0.877,0.518,1tNJrcVe6gwLEiZCtprs1u
0.836,0.787,6Ozh9Ok6h4Oi1wUSLtBseN
0.553,0.762,21jGcNKet2qwijlDFuPiPb
0.672,0.685,77KMttn3Lic7ZQKDlPqp8v
0.777,0.652,0fySG6A6qLE8IvDpayb5bM
0.226,0.642,6EOKwHETwSkZ9gW2b6ASE0
0.412,0.624,5qmq61DAAOUaW8AUo8xKhh
0.85,0.714,1CCDIow4pPYyJYzhtTUYz2
0.542,0.582,2FvD20Z8aoWIePi7PoN8sG
0.175,0.653,6vBdBCoOhKHiYDDOcorfNo
0.602,0.693,3e39X4Q74yJzsYUEeyf4ws
0.695,0.547,4sjiIpEv617LDXaidKioOI
0.295,0.684,05mDaV9Vb3wrzjF6OPZnhq
0.925,0.522,0RiRZpuVRbi7oqRdSMwhQY
0.272,0.8,7CZyCXKG6d5ALeq41sLzbw
0.838,0.664,0WoAkdHmgPmEXfiBox1flk
0.729,0.76,2TsD9kSbgYx5fSNRsoNURE
0.667,0.674,0Xek5rqai2jcOWCYWJfVCF
0.137,0.454,6XHVuErjQ4XNm6nDPVCxVX
0.559,0.651,5Z8HZM6iQMhhqyPcCGY5g9
0.475,0.594,1000nHvUdawXuUHgBod4Wv
0.761,0.713,4sWuPniHClkInYAnzXAYUF
0.101,0.502,5ry2OE6R2zPQFDO85XkgRb
0.749,0.548,6v3KW9xbzN5yKLt9YKDYA2
0.608,0.654,7vxGCUPJhe0fXfBkwVPFcP
0.446,0.405,7qEHsqek33rTcFNT9PFqLf
0.678,0.559,7aiClxsDWFRQ0Kzk5KI5ku
0.305,0.574,3GX2hFAekmSduZzcS52OnR
0.705,0.655,4LH1gsNA3wUS6QKkGZoJN8
0.929,0.783,0O7mJ0noFBLn8MMUJrFaF1
0.46,0.463,5MPPttjfGap2C6j6eKcO6J
0.844,0.662,2gwkD6igEhQbDQegRCcdoB
0.758,0.747,0pegcONe6MuDQRoPCtCBRf
0.535,0.919,3Yh9lZcWyKrK9GjbhuS0hR
0.17,0.646,7sWRlDoTDX8geTR8zzr2vt
0.206,0.517,3s4mrPrEFFPF0LmAfutW0n
0.562,0.425,2Fxmhks0bxGSBdJ92vM42m
0.546,0.647,70eFcWOvlMObDhURTqT4Fv
0.496,0.391,51Fjme0JiitpyXKuyQiCDo
0.497,0.836,7x9nXsowok1JszkVztI5NI
0.452,0.66,2C6WXnmZ66tHhHlnvwePiK
0.345,0.682,6b2RcmUt1g9N9mQ3CbjX2Y
0.575,0.32,2b8fOow8UzyDFAE27YhOZM
0.317,0.721,3NkJNL3WqO1Lqc3uNDxvCN
0.187,0.583,6V9fHiv84WlVTg7CSnIVY2
0.21,0.737,12Fkyg9lpmaz2zmKOfw2Y2
0.892,0.596,1GeNui6m825V8jP4uKiIaH
0.388,0.539,7xQAfvXzm3AkraOtGPWIZg
0.186,0.561,6alCTRgBPoeAFi2N4il9Q4
0.496,0.598,4SDgTLDYrJ2UrHbkRkg7MD
0.702,0.795,0Ryd8975WihbObpp5cPW1t
0.261,0.639,6uFn47ACjqYkc0jADwEdj1
0.574,0.564,5aUSEPNd3m5xliFK4pn5mU
0.322,0.502,0UPBidRYcgJ2mjZlk08V8x
0.5,0.717,4fwo6czG5nvOQMzhOto1ya
0.453,0.543,1dGr1c8CrMLDpV6mPbImSI
0.272,0.554,4B7fTyj1FIPvP9tT5X3DnR
0.568,0.511,67XyC1GdSkKb9sbRRkUDXS
0.57,0.814,5N1o6d8zGcSZSeMFkOUQOk
0.385,0.665,0DZJACISivjWjscIp5Kg1q
0.463,0.364,2JvzF1RMd7lE3KmFlsyZD8
0.312,0.525,2zjGJ0dChMR0KxBZS15aqo
0.317,0.732,2J0NXdHr6MYvKDSxB7k3V2
0.54,0.593,1rgnBhdG2JDFTbYkYRZAku
0.346,0.4,6TqXcAFInzjp0bODyvrWEq
0.714,0.671,6RRNNciQGZEXnqk8SQ9yv5
0.652,0.498,7LzouaWGFCy4tkXDOOnEyM
0.881,0.887,0rIAC4PXANcKmitJfoqmVm
0.843,0.676,0hVXuCcriWRGvwMV1r5Yn9
0.255,0.555,0rFQ5cKYJ9WtHSKp9sxVYt
0.434,0.662,1wJRveJZLSb1rjhnUHQiv6
0.544,0.496,2IRZnDFmlqMuOrYOLnZZyc
0.389,0.662,78QR3Wp35dqAhFEc2qAGjE
0.368,0.559,1ckLp8lCl8LipXI0ypX72m
0.831,0.532,3TLwAp3uX1nKsVxrDhNPOL
0.639,0.619,2YpeDb67231RjR0MgVLzsG
0.439,0.623,4hPpVbbakQNv8YTHYaOJP4
0.397,0.463,6moU77g9RQyMzHNuKEaQKq
0.57,0.741,1YscJ7yVTlFxW3eF6pv5ba
0.587,0.811,5KBARWIxeMGkvUax9VtVC9
0.74,0.73,7eBqSVxrzQZtK2mmgRG6lC
0.446,0.73,2xLMifQCjDGFmkHkpNLD9h
0.413,0.498,5hVghJ4KaYES3BFUATCYn0
0.207,0.603,3XiNC94b4Tq1xwv70sQJGN
0.347,0.772,5KE9b4x7Zj2A8XtbkqhqTe
0.244,0.624,2TH65lNHgvLxCKXM3apjxI
0.599,0.509,00ko9WaS4jOX1kEk3gvHjf
0.288,0.538,44ADyYoY5liaRa3EOAl4uf
0.554,0.519,4a6q8CR2hzLk2plDkSxkfD
0.357,0.505,6wo37KVqFJhtuxPTpLCcfe
0.745,0.652,5hDAT527wXWNBnJlujhuUs
0.218,0.566,285pBltuF7vW8TeWk8hdRR
0.584,0.488,7rvyVWja33WG9R97oeJAjx
0.549,0.635,2rMAtCaTj16NptyVfEIeAC
0.284,0.479,0rKtyWc8bvkriBthvHKY8d
0.678,0.558,322tcqPhma7F6hfCeLisx0
0.129,0.52,0e7ipj03S05BNilyu5bRzt
0.137,0.559,3j84U36KvLeXNDPv4t5pI8
0.327,0.317,6ocbgoVGwYJhOv1GgI9NsF
0.198,0.111,43zdsphuZLzwA9k4DJhU0I
0.678,0.772,3WyRgi8CzQnhzO0xw79tTS
0.12,0.296,0u2P5u6lvoDfwTYjAADbn4
0.394,0.73,7f1zjZG77S891Uv4O68yfk
0.244,0.545,3QzAOrNlsabgbMwlZt7TAY
0.112,0.552,6zeeWid2sgw4lap2jV61PZ
0.952,0.734,22vgEDb5hykfaTwLuskFGD
0.386,0.438,3GJ4hzg4lrGwU51Y3VARbF
0.609,0.808,2ksOAxtIxY8yElEWw8RhgK
0.341,0.578,7dt6x5M1jzdTEt8oCbisTK
0.498,0.459,1iQDltZqI7BXnHrFy4Qo1k
0.443,0.696,25AEevSO1lu4EKMIP5Sy5p
0.573,0.871,7H1591r6SfmZZh6BUE7Gue
0.329,0.686,7FGq80cy8juXBCD2nrqdWU
0.843,0.889,0k664IuFwVP557Gnx7RhIl
0.51,0.582,5xjei7JnROsAzLY2a7RdZU
0.578,0.692,6Hj9jySrnFppAI0sEMCZpJ
0.671,0.792,2dpaYNEQHiRxtZbfNsse99
0.87,0.823,2bT1PH7Cw3J9p3t7nlXCdh
0.539,0.718,0c7K73roy6RW4ebDkf4yGh
0.429,0.646,0fea68AdmYNygeTGI4RC18
0.42,0.461,26wLOs3ZuHJa2Ihhx6QIE6
0.405,0.701,2cvOfKHOHgwQlLiuLKP2xR
0.404,0.678,6oJ6le65B3SEqPwMRNXWjY
0.664,0.647,5WnfnSpuNEGXyEt78PBA6d
0.707,0.68,6foY66mWZN0pSRjZ408c00
0.382,0.402,2rxQMGVafnNaRaXlRMWPde
0.591,0.644,0Rx0DJI556Ix5gBny6EWmn
0.291,0.538,75ZvA4QfFiZvzhj2xkaWAh
0.43,0.728,6gBFPUFcJLzWGx4lenP6h2
0.479,0.59,4hanO6Du5J7QEguNHYZHmw
0.473,0.613,3ee8Jmje8o58CHK66QrVC2
0.541,0.316,43rA71bccXFGD4C8GOpIlN
0.564,0.702,1BxfuPKGuaTgP7aM0Bbdwr
0.629,0.649,0BOmhToQ03yOdpzYKMEnAg
0.728,0.83,2Rk4JlNc2TPmZe2af99d45
0.131,0.67,1kK6DwzyXJSp58u5HYWwuD
0.533,0.488,5p7ujcrUXASCNwRaWNHR1C
0.633,0.658,3RauEVgRgj1IuWdJ9fDs70
0.262,0.603,6b2mfHMqWCA74XmUuVJm8r
0.58,0.786,4R8BJggjosTswLxtkw8V7P
0.536,0.587,3Ol2xnObFdKV9pmRD2t9x8
0.274,0.636,2t8yVaLvJ0RenpXUIAC52d
0.605,0.65,6cjSh516BbrNUs213jDAGm
0.428,0.697,4cTm3Ev9bUvy4ChJjB1nhl
0.368,0.612,2zoNNEAyPK2OGDfajardlY
0.452,0.676,5rU6kDNXZLXIinFezpbWbO
0.335,0.57,3npzogdOEiVsieXmmhBepL
0.93,0.676,2xE16muNCmhZwSOv3i1d1H
0.412,0.653,3e9HZxeyfWwjeyPAMmWSSQ
0.493,0.558,7zLYKWcXnYeHHWidalz7rj
0.556,0.428,6PYnUsNEpYC7A4BS2sjw3L
0.163,0.64,6MF4tRr5lU8qok8IKaFOBE
0.246,0.466,0y675KDleCZEudjoeL1sQQ
0.799,0.783,1c0hsvHLELX6y8qymnpLKL
0.884,0.751,2tnVG71enUj33Ic2nFN6kZ
0.858,0.661,5099x34vBakWpGkHourFxP
0.56,0.704,4hbcs8vaamKTPevPIJsY7N
0.504,0.603,0FZ4Dmg8jJJAPJnvBIzD9z
0.437,0.391,7m9OqQk4RVRkw9JJdeAw96
0.711,0.537,0JP9xo3adEtGSdUEISiszL
0.629,0.697,6kyT7ubem08Egg9a8f77OL
0.494,0.581,42fw0rxRO2xbesF6mJfd4Y
0.64,0.863,7nfmK6oHPDlAd68A11d7AN
0.201,0.489,0KAzP1Rbp0Vz5pw8i1KDDI
0.651,0.642,36orMWv2PgvnzXsd5CJ0yL
0.562,0.346,6vN77lE9LK6HP2DewaN6HZ
0.168,0.817,6wyr4ReB05D9sJB1Rsmcqo
0.347,0.52,6Qs4SXO9dwPj5GKvVOv8Ki
0.811,0.678,5dW1VZPcFqB4n0P08rGDgm
0.401,0.75,7GX5flRQZVHRAGd6B4TmDO
0.431,0.453,4ZT9FnbFu1PaBfV3itxiqT
0.0851,0.651,3UYiU57SMiAS5LqolhHJw1
0.196,0.389,4SSnFejRGlZikf02HLewEF
0.615,0.552,1ThmUihH9dF8EV08ku5AXN
0.313,0.638,3A2yGHWIzmGEIolwonU69h
0.874,0.496,0DiDStADDVh3SvAsoJAFMk
0.196,0.477,3AEgic4yp82NxMWUjHtxnO
0.341,0.44,5kfNriitmkNE8mUbZ7gbq8
0.269,0.533,52mr2VZIJT9SXCuTgQ7KFC
0.203,0.529,4VXIryQMWpIdGgYR4TrjT1
0.501,0.702,1SNiXDwSilLujcYdvfqVpT
0.681,0.904,1rqqCSm0Qe4I9rUvWncaom
0.785,0.74,6K4t31amVTZDgR3sKmwUJJ
0.346,0.43,2RZG69vGcBkMGZQf7JiO3v
0.657,0.679,4ak7xjvBeBOcJGWFDX9w5n
0.759,0.768,6kls8cSlUyHW2BUOkDJIZE
0.323,0.385,2VxeLyX666F8uXCJ0dZF8B
0.905,0.743,643PW82aBMUa1FiWi5VQY7
0.492,0.804,3a1lNhkSLSkpJE4MSHpDu9
0.152,0.854,2iUXsYOEPhVqEBwsqP70rE
0.371,0.758,6osaMSJh9NguagEDQcZaKx
0.361,0.308,4Of7rzpRpV1mWRbhp5rAqG
0.419,0.505,2P91MQbaiQOfbiz9VqhqKQ
0.224,0.404,4u7EnebtmKWzUH433cf5Qv
0.385,0.882,5PYQUBXc7NYeI1obMKSJK0
0.589,0.772,4e4fqjx0Izh4svvTef1z7e
0.333,0.428,7sO5G9EABYOXQKNPNiE9NR
0.742,0.743,14mHfNsSHN0FbLftyjrV9g
0.763,0.79,4bTZeO72FwMa6wKOiqoynL
0.423,0.412,0TlLq3lA83rQOYtrqBqSct
0.422,0.528,4XiGKQqbmnMVxDzUj6j3f2
0.553,0.762,21jGcNKet2qwijlDFuPiPb
0.226,0.642,6EOKwHETwSkZ9gW2b6ASE0
0.836,0.787,6Ozh9Ok6h4Oi1wUSLtBseN
0.412,0.624,5qmq61DAAOUaW8AUo8xKhh
0.695,0.547,4sjiIpEv617LDXaidKioOI
0.777,0.652,0fySG6A6qLE8IvDpayb5bM
0.175,0.653,6vBdBCoOhKHiYDDOcorfNo
0.672,0.685,77KMttn3Lic7ZQKDlPqp8v
0.475,0.594,1000nHvUdawXuUHgBod4Wv
0.925,0.522,0RiRZpuVRbi7oqRdSMwhQY
0.761,0.713,4sWuPniHClkInYAnzXAYUF
0.559,0.651,5Z8HZM6iQMhhqyPcCGY5g9
0.295,0.684,05mDaV9Vb3wrzjF6OPZnhq
0.137,0.454,6XHVuErjQ4XNm6nDPVCxVX
0.101,0.502,5ry2OE6R2zPQFDO85XkgRb
0.667,0.674,0Xek5rqai2jcOWCYWJfVCF
0.272,0.8,7CZyCXKG6d5ALeq41sLzbw
0.749,0.548,6v3KW9xbzN5yKLt9YKDYA2
0.446,0.405,7qEHsqek33rTcFNT9PFqLf
0.678,0.559,7aiClxsDWFRQ0Kzk5KI5ku
0.85,0.714,1CCDIow4pPYyJYzhtTUYz2
0.542,0.582,2FvD20Z8aoWIePi7PoN8sG
0.844,0.662,2gwkD6igEhQbDQegRCcdoB
0.535,0.919,3Yh9lZcWyKrK9GjbhuS0hR
0.46,0.463,5MPPttjfGap2C6j6eKcO6J
0.562,0.425,2Fxmhks0bxGSBdJ92vM42m
0.496,0.391,51Fjme0JiitpyXKuyQiCDo
0.206,0.517,3s4mrPrEFFPF0LmAfutW0n
